delivery_id,date,customer,driver,vehicle,route,origin,destination,scheduled_time,actual_time,status,delay_minutes,delay_reason,distance_km,fuel_cost,delivery_cost,customer_rating
D04649,2024-10-30,Tech Solutions,Chris Taylor,TRK004,Route B,Adelaide,Brisbane,09:30,09:44,On Time,14,,370.6,50.74,109.71,5.0
D04650,2024-10-30,Auto Parts Co,Tom Wilson,TRK004,Route E,Cairns,Sydney,18:00,18:13,On Time,13,,437.4,178.97,394.85,
D04651,2024-10-30,Manufacturing Co,Mike Brown,TRK001,Route A,Adelaide,Brisbane,09:15,09:08,On Time,0,,76.7,154.03,347.71,5.0
D04652,2024-10-30,Manufacturing Co,Maria Rodriguez,VAN002,Route A,Sydney,Brisbane,08:15,08:56,Delayed,41,Weather,276.0,94.01,310.04,3.0
D04653,2024-10-30,XYZ Ltd,David Garcia,TRK004,Route C,Cairns,Cairns,17:15,18:50,Delayed,95,Traffic,221.9,51.46,386.72,4.0
D04654,2024-10-30,Tech Solutions,Sarah Johnson,VAN004,Route E,Melbourne,Sydney,14:15,15:59,Delayed,104,Customer Issue,300.4,135.11,382.88,3.0
D04655,2024-10-31,Tech Solutions,Chris Taylor,VAN004,Route B,Adelaide,Darwin,13:30,14:36,Delayed,66,Vehicle Issue,306.1,169.93,157.23,5.0
D04656,2024-10-31,XYZ Ltd,Lisa Davis,VAN002,Route C,Melbourne,Darwin,18:45,18:37,On Time,0,,263.7,100.47,195.92,4.0
D04657,2024-10-31,Food Distribution,Sarah Johnson,VAN002,Route D,Sydney,Perth,11:15,11:10,On Time,0,,203.5,57.85,363.52,5.0
D04658,2024-10-31,ABC Corp,Chris Taylor,VAN001,Route D,Cairns,Adelaide,09:00,09:03,On Time,3,,39.3,49.99,343.98,3.0
D04659,2024-10-31,Auto Parts Co,Maria Rodriguez,VAN004,Route A,Cairns,Brisbane,18:00,18:09,On Time,9,,254.8,68.11,124.39,3.0
D04660,2024-11-01,Tech Solutions,Anna Williams,VAN002,Route A,Cairns,Perth,14:00,14:13,On Time,13,,436.7,93.85,355.39,3.0
D04661,2024-11-01,Retail Chain,Mike Brown,TRK003,Route B,Hobart,Melbourne,07:30,07:32,On Time,2,,298.1,177.22,292.66,5.0
D04662,2024-11-01,XYZ Ltd,Lisa Davis,TRK001,Route D,Perth,Hobart,14:00,14:15,On Time,15,,189.7,149.71,332.37,4.0
D04663,2024-11-01,Auto Parts Co,Anna Williams,TRK002,Route D,Melbourne,Hobart,08:45,08:48,On Time,3,,186.4,44.19,181.25,5.0
D04664,2024-11-01,Auto Parts Co,Anna Williams,TRK001,Route A,Cairns,Perth,09:45,09:46,On Time,1,,421.0,178.43,373.24,3.0
D04665,2024-11-01,XYZ Ltd,Emma Chen,TRK002,Route E,Cairns,Brisbane,14:00,13:54,On Time,0,,282.9,90.47,146.11,4.0
D04666,2024-11-01,Auto Parts Co,Mike Brown,VAN001,Route B,Hobart,Cairns,14:15,14:23,On Time,8,,245.8,140.24,347.37,4.0
D04667,2024-11-01,XYZ Ltd,Mike Brown,TRK001,Route D,Sydney,Melbourne,07:30,07:31,On Time,1,,338.0,106.86,242.86,3.0
D04668,2024-11-02,Global Logistics,Chris Taylor,TRK003,Route D,Sydney,Melbourne,11:45,11:57,On Time,12,,317.1,119.39,170.11,5.0
D04669,2024-11-02,Auto Parts Co,Lisa Davis,VAN003,Route E,Hobart,Adelaide,17:00,17:13,On Time,13,,92.5,77.41,124.21,5.0
D04670,2024-11-02,Tech Solutions,Chris Taylor,TRK003,Route D,Cairns,Darwin,13:00,14:31,Delayed,91,Traffic,185.5,166.73,157.33,5.0
D04671,2024-11-03,Tech Solutions,David Garcia,VAN001,Route B,Hobart,Hobart,13:45,14:00,On Time,15,,352.8,96.39,108.32,3.0
D04672,2024-11-03,Auto Parts Co,Tom Wilson,TRK004,Route C,Brisbane,Cairns,10:30,10:35,On Time,5,,55.8,141.26,324.37,
D04673,2024-11-03,Industrial Supply,Chris Taylor,VAN001,Route E,Hobart,Brisbane,18:45,18:43,On Time,0,,297.4,87.58,396.9,
D04674,2024-11-04,ABC Corp,Mike Brown,VAN004,Route B,Adelaide,Darwin,18:00,18:02,On Time,2,,75.0,177.25,206.42,5.0
D04675,2024-11-04,Food Distribution,John Smith,VAN003,Route E,Sydney,Brisbane,16:00,15:58,On Time,0,,400.7,124.0,359.65,4.0
D04676,2024-11-04,Retail Chain,Mike Brown,VAN003,Route B,Perth,Cairns,17:00,18:38,Delayed,98,Customer Issue,162.0,80.3,321.46,3.0
D04677,2024-11-04,Tech Solutions,Anna Williams,VAN001,Route D,Melbourne,Adelaide,09:15,09:05,On Time,0,,389.4,86.33,306.48,4.0
D04678,2024-11-04,Industrial Supply,John Smith,TRK003,Route B,Brisbane,Cairns,12:30,12:36,On Time,6,,296.3,39.77,324.91,3.0
D04679,2024-11-05,Food Distribution,David Garcia,VAN004,Route E,Darwin,Melbourne,13:45,14:14,Delayed,29,Vehicle Issue,146.9,33.39,261.06,3.0
D04680,2024-11-05,Global Logistics,Anna Williams,VAN003,Route C,Adelaide,Hobart,12:30,12:48,Delayed,18,Customer Issue,291.1,159.83,271.68,
D04681,2024-11-05,Tech Solutions,Tom Wilson,TRK001,Route C,Perth,Hobart,15:00,14:59,On Time,0,,180.5,141.66,123.77,5.0
D04682,2024-11-05,Tech Solutions,Mike Brown,VAN003,Route C,Hobart,Cairns,13:00,12:55,On Time,0,,397.5,122.8,225.98,
D04683,2024-11-05,Industrial Supply,Chris Taylor,TRK002,Route C,Brisbane,Hobart,10:30,12:19,Delayed,109,Traffic,178.2,139.3,378.08,4.0
D04684,2024-11-06,XYZ Ltd,Maria Rodriguez,TRK004,Route D,Cairns,Darwin,16:15,16:08,On Time,0,,228.5,177.97,151.13,5.0
D04685,2024-11-06,Manufacturing Co,Tom Wilson,VAN001,Route D,Sydney,Hobart,14:45,14:56,On Time,11,,265.0,128.91,168.24,4.0
D04686,2024-11-06,Tech Solutions,Chris Taylor,TRK004,Route C,Darwin,Cairns,07:00,07:03,On Time,3,,67.9,57.61,109.47,3.0
D04687,2024-11-06,XYZ Ltd,Mike Brown,VAN002,Route E,Darwin,Perth,16:00,16:12,On Time,12,,428.6,62.16,140.42,3.0
D04688,2024-11-06,Tech Solutions,John Smith,VAN003,Route E,Darwin,Hobart,09:45,09:57,On Time,12,,200.3,143.78,328.23,5.0
D04689,2024-11-06,Manufacturing Co,Sarah Johnson,TRK002,Route A,Sydney,Melbourne,07:15,07:15,On Time,0,,37.2,83.81,146.41,3.0
D04690,2024-11-06,Industrial Supply,Anna Williams,TRK002,Route C,Sydney,Brisbane,12:30,13:18,Delayed,48,Weather,157.4,83.68,362.0,4.0
D04691,2024-11-06,ABC Corp,Maria Rodriguez,TRK001,Route C,Darwin,Melbourne,11:45,11:51,On Time,6,,186.8,80.31,363.05,5.0
D04692,2024-11-07,Retail Chain,Anna Williams,TRK003,Route E,Sydney,Sydney,11:45,11:38,On Time,0,,79.2,61.33,190.88,4.0
D04693,2024-11-07,Tech Solutions,Maria Rodriguez,VAN002,Route C,Adelaide,Darwin,10:45,10:36,On Time,0,,346.0,174.37,311.16,5.0
D04694,2024-11-07,Tech Solutions,David Garcia,VAN002,Route D,Brisbane,Brisbane,16:45,17:00,On Time,15,,172.2,50.93,309.91,3.0
D04695,2024-11-07,XYZ Ltd,Sarah Johnson,VAN003,Route A,Hobart,Melbourne,09:00,09:07,On Time,7,,286.3,66.92,317.2,5.0
D04696,2024-11-07,XYZ Ltd,Emma Chen,TRK002,Route A,Brisbane,Perth,17:45,17:47,On Time,2,,235.7,124.14,355.22,3.0
D04697,2024-11-07,Food Distribution,David Garcia,TRK001,Route A,Cairns,Cairns,09:00,09:09,On Time,9,,383.7,79.19,377.68,4.0
D04698,2024-11-07,Manufacturing Co,Anna Williams,VAN003,Route C,Hobart,Sydney,13:15,13:55,Delayed,40,Road Works,338.1,155.21,236.97,5.0
D04699,2024-11-08,Food Distribution,John Smith,VAN002,Route E,Brisbane,Darwin,16:30,16:43,On Time,13,,184.8,157.94,346.43,4.0
D04700,2024-11-08,Retail Chain,Sarah Johnson,VAN002,Route B,Brisbane,Cairns,09:30,09:21,On Time,0,,370.3,65.82,100.23,4.0
D04701,2024-11-08,Metro Stores,Chris Taylor,VAN004,Route A,Hobart,Adelaide,13:45,14:54,Delayed,69,Road Works,63.2,106.19,395.07,3.0
D04702,2024-11-08,Auto Parts Co,David Garcia,VAN004,Route B,Melbourne,Adelaide,07:45,07:53,On Time,8,,352.2,109.08,205.38,5.0
D04703,2024-11-08,Manufacturing Co,Maria Rodriguez,TRK002,Route D,Sydney,Brisbane,14:00,14:49,Delayed,49,Weather,47.5,127.92,385.22,5.0
D04704,2024-11-09,Manufacturing Co,Maria Rodriguez,VAN001,Route B,Cairns,Adelaide,15:15,15:25,On Time,10,,233.5,38.83,162.44,4.0
D04705,2024-11-09,Retail Chain,David Garcia,TRK004,Route C,Sydney,Sydney,10:15,10:28,On Time,13,,368.2,50.54,225.57,5.0
D04706,2024-11-09,Retail Chain,Lisa Davis,TRK001,Route C,Adelaide,Brisbane,13:30,14:41,Delayed,71,Vehicle Issue,344.3,90.61,227.72,
D04707,2024-11-10,Metro Stores,Lisa Davis,TRK004,Route A,Brisbane,Melbourne,15:15,15:15,On Time,0,,403.9,53.27,358.4,
D04708,2024-11-10,Retail Chain,David Garcia,VAN004,Route B,Sydney,Cairns,14:45,14:46,On Time,1,,362.3,171.88,335.68,
D04709,2024-11-10,Auto Parts Co,Mike Brown,VAN003,Route E,Perth,Hobart,09:00,09:15,On Time,15,,28.0,118.14,111.83,5.0
D04710,2024-11-11,Retail Chain,Maria Rodriguez,VAN003,Route E,Hobart,Perth,12:00,11:50,On Time,0,,166.5,74.24,142.21,
D04711,2024-11-11,Manufacturing Co,Emma Chen,TRK004,Route D,Cairns,Brisbane,14:30,14:34,On Time,4,,283.2,68.04,146.69,3.0
D04712,2024-11-11,Retail Chain,Sarah Johnson,TRK003,Route A,Sydney,Adelaide,15:30,15:20,On Time,0,,137.5,140.69,262.32,
D04713,2024-11-11,Industrial Supply,Tom Wilson,TRK002,Route C,Adelaide,Hobart,12:30,12:24,On Time,0,,131.8,53.28,210.94,
D04714,2024-11-11,Tech Solutions,John Smith,VAN004,Route C,Adelaide,Sydney,09:45,09:54,On Time,9,,310.1,74.04,255.42,5.0
D04715,2024-11-11,Tech Solutions,Chris Taylor,VAN001,Route C,Perth,Sydney,18:45,18:41,On Time,0,,347.0,144.6,321.82,4.0
D04716,2024-11-11,ABC Corp,Maria Rodriguez,TRK004,Route D,Cairns,Brisbane,13:00,14:45,Delayed,105,Traffic,53.2,51.73,385.26,5.0
D04717,2024-11-12,ABC Corp,John Smith,TRK001,Route C,Adelaide,Perth,17:45,18:37,Delayed,52,Vehicle Issue,298.0,176.16,301.25,
D04718,2024-11-12,Retail Chain,Mike Brown,VAN004,Route B,Adelaide,Adelaide,18:45,18:40,On Time,0,,355.8,124.98,207.7,
D04719,2024-11-12,Manufacturing Co,Maria Rodriguez,VAN002,Route B,Perth,Melbourne,10:15,10:18,On Time,3,,385.6,59.89,241.88,3.0
D04720,2024-11-12,Metro Stores,Tom Wilson,VAN001,Route B,Darwin,Sydney,09:45,09:37,On Time,0,,146.8,166.62,317.82,4.0
D04721,2024-11-12,Global Logistics,Emma Chen,VAN002,Route E,Darwin,Sydney,07:30,07:36,On Time,6,,337.0,156.77,258.82,3.0
D04722,2024-11-12,Manufacturing Co,Tom Wilson,VAN002,Route E,Darwin,Perth,10:30,10:41,On Time,11,,324.3,143.83,344.68,
D04723,2024-11-12,Retail Chain,Mike Brown,TRK002,Route B,Sydney,Hobart,08:15,10:14,Delayed,119,Road Works,68.0,167.76,328.33,4.0
D04724,2024-11-13,Industrial Supply,Lisa Davis,TRK002,Route A,Melbourne,Perth,09:30,11:23,Delayed,113,Road Works,117.9,44.13,231.12,3.0
D04725,2024-11-13,Industrial Supply,Tom Wilson,VAN004,Route A,Brisbane,Darwin,17:00,16:51,On Time,0,,133.7,73.76,182.19,5.0
D04726,2024-11-13,Metro Stores,David Garcia,VAN002,Route E,Sydney,Darwin,07:00,07:02,On Time,2,,385.5,123.32,385.49,3.0
D04727,2024-11-13,Manufacturing Co,David Garcia,VAN002,Route C,Adelaide,Hobart,10:15,10:57,Delayed,42,Customer Issue,418.9,134.31,370.6,3.0
D04728,2024-11-13,Food Distribution,Emma Chen,TRK001,Route D,Perth,Melbourne,07:30,07:37,On Time,7,,181.5,120.18,222.62,5.0
D04729,2024-11-13,Metro Stores,Maria Rodriguez,TRK003,Route C,Melbourne,Perth,17:00,18:17,Delayed,77,Weather,416.9,35.97,283.92,3.0
D04730,2024-11-13,Industrial Supply,John Smith,TRK002,Route B,Brisbane,Brisbane,14:15,14:06,On Time,0,,387.6,72.64,242.68,5.0
D04731,2024-11-13,Tech Solutions,Tom Wilson,VAN002,Route E,Perth,Sydney,15:15,15:20,On Time,5,,235.4,161.65,251.52,5.0
D04732,2024-11-14,Retail Chain,Chris Taylor,VAN003,Route D,Hobart,Cairns,10:30,10:31,On Time,1,,218.6,31.83,156.54,5.0
D04733,2024-11-14,Industrial Supply,Mike Brown,TRK001,Route B,Hobart,Cairns,10:45,10:47,On Time,2,,399.4,136.38,272.51,4.0
D04734,2024-11-14,XYZ Ltd,Mike Brown,TRK004,Route C,Cairns,Melbourne,17:45,17:36,On Time,0,,431.9,59.55,284.86,5.0
D04735,2024-11-14,Manufacturing Co,John Smith,VAN003,Route B,Hobart,Melbourne,18:45,20:10,Delayed,85,Weather,290.4,131.4,218.93,4.0
D04736,2024-11-14,Manufacturing Co,Emma Chen,VAN001,Route A,Perth,Hobart,15:45,15:49,On Time,4,,244.0,138.35,262.52,5.0
D04737,2024-11-14,Tech Solutions,John Smith,VAN004,Route E,Hobart,Adelaide,18:00,17:56,On Time,0,,149.3,109.02,360.31,4.0
D04738,2024-11-14,Retail Chain,Maria Rodriguez,TRK002,Route B,Darwin,Darwin,12:15,12:27,On Time,12,,83.9,78.14,370.32,3.0
D04739,2024-11-14,Metro Stores,John Smith,TRK003,Route D,Cairns,Brisbane,07:45,09:34,Delayed,109,Customer Issue,430.4,174.21,174.97,3.0
D04740,2024-11-15,ABC Corp,Lisa Davis,TRK003,Route E,Darwin,Hobart,15:15,15:11,On Time,0,,222.8,70.71,387.92,4.0
D04741,2024-11-15,Food Distribution,Sarah Johnson,VAN004,Route C,Brisbane,Hobart,15:15,15:09,On Time,0,,423.1,35.96,277.12,4.0
D04742,2024-11-15,Auto Parts Co,Emma Chen,TRK002,Route B,Sydney,Sydney,08:00,08:02,On Time,2,,401.5,71.33,269.48,3.0
D04743,2024-11-15,Food Distribution,David Garcia,TRK004,Route E,Hobart,Adelaide,07:45,08:00,On Time,15,,190.3,41.48,369.51,5.0
D04744,2024-11-15,Auto Parts Co,Tom Wilson,TRK002,Route D,Hobart,Darwin,18:00,18:04,On Time,4,,386.9,77.99,253.71,5.0
D04745,2024-11-15,Tech Solutions,Anna Williams,TRK001,Route C,Sydney,Adelaide,09:15,09:39,Delayed,24,Customer Issue,431.0,47.84,380.33,4.0
D04746,2024-11-15,Food Distribution,Lisa Davis,TRK002,Route D,Cairns,Melbourne,09:15,09:11,On Time,0,,271.9,35.22,235.69,5.0
D04747,2024-11-16,Manufacturing Co,Sarah Johnson,VAN002,Route A,Perth,Brisbane,14:00,14:08,On Time,8,,232.6,79.08,144.15,5.0
D04748,2024-11-16,ABC Corp,Emma Chen,VAN004,Route A,Perth,Melbourne,07:15,07:10,On Time,0,,376.2,53.29,172.64,3.0
D04749,2024-11-16,Retail Chain,Anna Williams,TRK002,Route D,Adelaide,Melbourne,07:45,07:59,On Time,14,,334.1,71.31,319.08,
D04750,2024-11-16,Auto Parts Co,Chris Taylor,TRK002,Route B,Perth,Perth,17:30,17:35,On Time,5,,357.2,47.61,226.52,
D04751,2024-11-17,Global Logistics,David Garcia,TRK004,Route A,Sydney,Adelaide,15:15,15:26,On Time,11,,409.7,158.83,318.07,3.0
D04752,2024-11-17,Tech Solutions,Anna Williams,VAN003,Route A,Cairns,Cairns,15:00,14:51,On Time,0,,257.0,45.2,347.97,5.0
D04753,2024-11-18,Manufacturing Co,Mike Brown,TRK003,Route B,Sydney,Cairns,10:15,10:16,On Time,1,,314.2,107.53,377.73,3.0
D04754,2024-11-18,Global Logistics,David Garcia,VAN002,Route D,Brisbane,Cairns,18:30,19:46,Delayed,76,Customer Issue,205.3,40.13,176.35,
D04755,2024-11-18,XYZ Ltd,Tom Wilson,TRK003,Route A,Brisbane,Hobart,10:30,10:24,On Time,0,,301.7,48.3,179.06,
D04756,2024-11-18,Food Distribution,Mike Brown,TRK001,Route A,Adelaide,Sydney,07:45,08:42,Delayed,57,Vehicle Issue,319.3,148.0,176.07,
D04757,2024-11-18,Retail Chain,Anna Williams,TRK001,Route E,Melbourne,Perth,08:30,08:30,On Time,0,,341.8,130.27,282.41,3.0
D04758,2024-11-18,Retail Chain,David Garcia,VAN004,Route D,Brisbane,Darwin,09:15,09:28,On Time,13,,111.6,74.72,143.97,3.0
D04759,2024-11-19,Global Logistics,Chris Taylor,TRK002,Route B,Sydney,Darwin,07:00,07:12,On Time,12,,184.0,144.0,205.03,
D04760,2024-11-19,Industrial Supply,Sarah Johnson,TRK004,Route A,Sydney,Hobart,15:15,17:07,Delayed,112,Road Works,64.0,113.36,387.2,3.0
D04761,2024-11-19,Metro Stores,Sarah Johnson,TRK001,Route E,Brisbane,Hobart,08:15,08:39,Delayed,24,Weather,318.2,37.28,336.22,4.0
D04762,2024-11-19,Industrial Supply,Anna Williams,TRK001,Route B,Adelaide,Perth,14:30,16:16,Delayed,106,Road Works,69.5,149.84,316.54,5.0
D04763,2024-11-19,Manufacturing Co,Maria Rodriguez,TRK001,Route E,Darwin,Cairns,11:15,11:19,On Time,4,,152.4,163.18,125.01,4.0
D04764,2024-11-19,Metro Stores,Tom Wilson,TRK004,Route B,Melbourne,Adelaide,12:45,12:53,On Time,8,,356.2,118.09,169.82,5.0
D04765,2024-11-19,Metro Stores,John Smith,TRK004,Route B,Hobart,Perth,08:30,10:02,Delayed,92,Road Works,131.9,37.8,144.92,4.0
D04766,2024-11-19,Global Logistics,Mike Brown,TRK002,Route D,Perth,Sydney,15:15,15:08,On Time,0,,46.6,128.8,346.01,3.0
D04767,2024-11-20,XYZ Ltd,Emma Chen,TRK003,Route C,Hobart,Cairns,18:15,18:20,On Time,5,,398.9,65.1,118.12,
D04768,2024-11-20,XYZ Ltd,Chris Taylor,VAN002,Route E,Adelaide,Brisbane,13:45,13:51,On Time,6,,219.2,148.94,186.74,
D04769,2024-11-20,Retail Chain,Tom Wilson,VAN003,Route E,Hobart,Cairns,07:30,07:42,On Time,12,,169.4,112.49,278.4,
D04770,2024-11-20,Industrial Supply,John Smith,VAN002,Route C,Cairns,Cairns,12:30,14:11,Delayed,101,Weather,397.8,151.3,147.0,3.0
D04771,2024-11-20,Food Distribution,Chris Taylor,TRK001,Route E,Hobart,Adelaide,18:30,18:33,On Time,3,,118.8,166.97,325.64,5.0
D04772,2024-11-20,Industrial Supply,David Garcia,VAN004,Route A,Melbourne,Adelaide,09:00,09:05,On Time,5,,417.7,176.98,318.86,4.0
D04773,2024-11-21,Industrial Supply,John Smith,VAN004,Route B,Hobart,Hobart,17:00,17:29,Delayed,29,Weather,100.9,175.89,222.83,3.0
D04774,2024-11-21,Industrial Supply,John Smith,VAN003,Route D,Adelaide,Darwin,14:15,14:13,On Time,0,,30.7,39.72,143.54,4.0
D04775,2024-11-21,Global Logistics,Emma Chen,VAN004,Route C,Cairns,Hobart,09:45,09:56,On Time,11,,403.4,107.09,133.27,3.0
D04776,2024-11-21,Global Logistics,Emma Chen,TRK004,Route A,Adelaide,Brisbane,07:30,07:30,On Time,0,,229.9,137.91,159.76,3.0
D04777,2024-11-21,Industrial Supply,John Smith,VAN004,Route C,Perth,Perth,15:45,15:56,On Time,11,,174.6,128.02,152.83,5.0
D04778,2024-11-21,Retail Chain,Mike Brown,TRK001,Route A,Cairns,Sydney,11:30,11:24,On Time,0,,40.6,60.2,257.53,
D04779,2024-11-22,Retail Chain,Chris Taylor,TRK004,Route E,Darwin,Adelaide,15:45,15:53,On Time,8,,106.2,124.12,382.39,5.0
D04780,2024-11-22,ABC Corp,Lisa Davis,VAN001,Route A,Darwin,Cairns,08:15,08:14,On Time,0,,357.8,67.75,284.0,3.0
D04781,2024-11-22,Industrial Supply,Lisa Davis,TRK003,Route B,Perth,Darwin,16:15,16:22,On Time,7,,68.3,167.48,115.56,3.0
D04782,2024-11-22,Global Logistics,Maria Rodriguez,TRK004,Route E,Perth,Perth,10:15,10:05,On Time,0,,435.9,61.51,303.86,5.0
D04783,2024-11-22,ABC Corp,Emma Chen,TRK003,Route E,Darwin,Sydney,17:15,17:21,On Time,6,,145.3,107.62,103.62,4.0
D04784,2024-11-23,Manufacturing Co,Mike Brown,TRK003,Route D,Perth,Brisbane,12:45,12:47,On Time,2,,40.8,65.95,187.91,
D04785,2024-11-23,Food Distribution,John Smith,VAN001,Route E,Sydney,Melbourne,15:45,15:39,On Time,0,,288.7,165.54,181.03,3.0
D04786,2024-11-23,Auto Parts Co,Lisa Davis,TRK001,Route C,Cairns,Brisbane,17:45,17:54,On Time,9,,73.2,156.01,159.76,3.0
D04787,2024-11-24,Auto Parts Co,Anna Williams,TRK001,Route C,Cairns,Cairns,08:00,08:09,On Time,9,,117.0,33.07,115.66,5.0
D04788,2024-11-24,Global Logistics,Emma Chen,VAN004,Route E,Adelaide,Sydney,08:15,08:52,Delayed,37,Weather,449.7,31.39,144.59,
D04789,2024-11-24,Food Distribution,David Garcia,TRK002,Route E,Hobart,Hobart,08:15,08:21,On Time,6,,392.7,162.1,104.35,3.0
D04790,2024-11-24,Manufacturing Co,Sarah Johnson,VAN003,Route E,Darwin,Adelaide,18:30,19:49,Delayed,79,Weather,173.9,149.3,317.8,5.0
D04791,2024-11-25,Manufacturing Co,John Smith,VAN002,Route B,Adelaide,Cairns,17:00,18:00,Delayed,60,Weather,382.7,115.51,369.21,3.0
D04792,2024-11-25,Auto Parts Co,Maria Rodriguez,TRK004,Route C,Darwin,Hobart,07:00,07:05,On Time,5,,177.0,160.33,276.93,
D04793,2024-11-25,Global Logistics,Lisa Davis,TRK004,Route E,Hobart,Melbourne,14:15,14:14,On Time,0,,159.7,116.07,269.51,5.0
D04794,2024-11-25,Tech Solutions,Mike Brown,VAN004,Route B,Cairns,Melbourne,07:15,07:15,On Time,0,,335.5,166.61,159.88,5.0
D04795,2024-11-25,Metro Stores,Chris Taylor,TRK002,Route B,Perth,Darwin,13:00,14:15,Delayed,75,Traffic,248.3,147.97,252.07,
D04796,2024-11-26,ABC Corp,Lisa Davis,VAN002,Route D,Perth,Darwin,09:30,09:30,On Time,0,,157.0,40.72,134.94,3.0
D04797,2024-11-26,Metro Stores,Sarah Johnson,VAN001,Route C,Adelaide,Brisbane,17:30,17:45,On Time,15,,50.7,98.66,270.7,4.0
D04798,2024-11-26,Industrial Supply,Maria Rodriguez,TRK002,Route A,Brisbane,Cairns,10:00,10:37,Delayed,37,Weather,154.6,82.65,381.25,3.0
D04799,2024-11-26,ABC Corp,David Garcia,VAN003,Route C,Melbourne,Perth,07:15,07:05,On Time,0,,91.5,75.49,350.05,3.0
D04800,2024-11-26,Manufacturing Co,Mike Brown,VAN001,Route E,Darwin,Brisbane,09:30,09:20,On Time,0,,446.7,60.18,244.77,3.0
D04801,2024-11-26,ABC Corp,Chris Taylor,VAN002,Route E,Cairns,Darwin,15:15,15:06,On Time,0,,86.6,162.08,167.86,4.0
D04802,2024-11-26,ABC Corp,Mike Brown,TRK002,Route B,Brisbane,Cairns,11:45,11:38,On Time,0,,210.2,81.23,255.89,4.0
D04803,2024-11-27,Tech Solutions,John Smith,TRK003,Route D,Cairns,Perth,17:45,19:38,Delayed,113,Customer Issue,131.6,61.96,271.08,4.0
D04804,2024-11-27,ABC Corp,Sarah Johnson,VAN004,Route C,Brisbane,Sydney,11:15,11:24,On Time,9,,223.1,82.22,235.43,3.0
D04805,2024-11-27,XYZ Ltd,Emma Chen,VAN004,Route B,Hobart,Hobart,17:00,18:36,Delayed,96,Road Works,157.2,32.1,397.02,5.0
D04806,2024-11-27,Retail Chain,Maria Rodriguez,TRK001,Route E,Sydney,Cairns,07:00,06:50,On Time,0,,334.9,130.65,232.92,5.0
D04807,2024-11-27,Food Distribution,Chris Taylor,VAN002,Route A,Perth,Cairns,12:30,13:22,Delayed,52,Traffic,94.1,167.52,272.0,
D04808,2024-11-28,Food Distribution,Mike Brown,VAN003,Route A,Adelaide,Hobart,15:00,14:59,On Time,0,,91.6,151.81,265.12,5.0
D04809,2024-11-28,Global Logistics,David Garcia,TRK004,Route C,Perth,Cairns,11:15,11:08,On Time,0,,203.8,105.57,288.53,
D04810,2024-11-28,Industrial Supply,Tom Wilson,TRK004,Route B,Darwin,Darwin,10:00,09:59,On Time,0,,368.2,83.07,171.36,3.0
D04811,2024-11-28,Manufacturing Co,Sarah Johnson,TRK004,Route E,Brisbane,Cairns,12:00,12:01,On Time,1,,297.0,71.12,175.39,
D04812,2024-11-28,Tech Solutions,Mike Brown,TRK003,Route A,Melbourne,Perth,14:15,14:05,On Time,0,,313.3,97.92,296.99,3.0
D04813,2024-11-29,Tech Solutions,David Garcia,TRK001,Route A,Darwin,Melbourne,15:45,15:56,On Time,11,,51.0,156.99,134.39,5.0
D04814,2024-11-29,Auto Parts Co,Anna Williams,VAN004,Route D,Darwin,Perth,11:00,12:59,Delayed,119,Customer Issue,404.8,66.33,217.86,4.0
D04815,2024-11-29,Tech Solutions,Sarah Johnson,VAN004,Route E,Darwin,Cairns,14:15,16:04,Delayed,109,Vehicle Issue,93.2,55.39,315.91,5.0
D04816,2024-11-29,Industrial Supply,Tom Wilson,TRK003,Route B,Brisbane,Hobart,11:15,11:07,On Time,0,,281.1,43.32,396.79,5.0
D04817,2024-11-29,Global Logistics,Mike Brown,VAN004,Route C,Perth,Cairns,15:00,15:54,Delayed,54,Vehicle Issue,390.6,163.37,175.41,
D04818,2024-11-29,Metro Stores,Mike Brown,VAN003,Route C,Sydney,Sydney,07:15,07:12,On Time,0,,191.6,120.59,247.23,3.0
D04819,2024-11-30,Metro Stores,Tom Wilson,TRK001,Route B,Hobart,Darwin,18:00,18:12,On Time,12,,216.4,93.52,255.81,5.0
D04820,2024-11-30,XYZ Ltd,John Smith,TRK002,Route E,Darwin,Darwin,17:15,17:05,On Time,0,,140.4,86.23,245.47,5.0
D04821,2024-11-30,Industrial Supply,Sarah Johnson,VAN004,Route C,Cairns,Adelaide,14:00,15:27,Delayed,87,Traffic,280.4,166.35,338.84,5.0
D04822,2024-11-30,Retail Chain,Lisa Davis,VAN004,Route B,Hobart,Melbourne,09:15,09:16,On Time,1,,109.5,133.93,327.9,5.0
D04823,2024-12-01,Auto Parts Co,Lisa Davis,TRK002,Route E,Darwin,Darwin,14:15,14:18,On Time,3,,98.6,162.59,130.39,3.0
D04824,2024-12-01,Retail Chain,Maria Rodriguez,VAN001,Route E,Cairns,Adelaide,12:15,12:17,On Time,2,,104.0,81.77,318.58,5.0
D04825,2024-12-01,Auto Parts Co,Mike Brown,VAN003,Route B,Adelaide,Adelaide,10:30,10:44,On Time,14,,152.3,73.85,175.34,4.0
D04826,2024-12-01,Auto Parts Co,David Garcia,TRK001,Route A,Perth,Cairns,11:30,11:36,On Time,6,,233.4,193.69,265.38,4.0
D04827,2024-12-02,Manufacturing Co,Emma Chen,VAN004,Route A,Brisbane,Cairns,13:00,12:56,On Time,0,,69.4,128.31,222.48,3.0
